name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,user_score,rating,na_population,eu_population,jp_population,other_population,critic_count,user_count,developer,popularity_score
Super Monkey Ball 3D,3DS,2011,Action,Sega,261000,148000,50000,40000,499000,5.5,5.4,E,465077077.0,776897830.0,127833000.0,72444229318.0,57,31,Sega,5.464772727
Bleach: Soul Resurreccion,PS3,2011,Fighting,Nippon Ichi Software,265000,100000,71000,51000,487000,5.9,7.2,T,465077077.0,776897830.0,127833000.0,72444229318.0,34,46,Racjin,6.6475
Ace Combat: Assault Horizon,X360,2011,Action,Namco Bandai Games,294000,122000,30000,40000,486000,7.9,6.1,T,465077077.0,776897830.0,127833000.0,72444229318.0,71,82,Project Aces,6.935294118
Resident Evil: The Mercenaries 3D,3DS,2011,Action,Capcom,161000,158000,128000,30000,477000,6.5,6.3,M,465077077.0,776897830.0,127833000.0,72444229318.0,69,110,Capcom,6.377094972
Asphalt 3D,3DS,2011,Racing,Ubisoft,275000,159000,20000,40000,494000,4.4,4.4,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,37,24,Gameloft,4.4
Steel Diver,3DS,2011,Action,Ninti,307000,92000,50000,30000,479000,5.9,6.3,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,55,29,Ninti,6.038095238
MotorStorm: Apocalypse,PS3,2011,Racing,Sony Computer Entertainment,209000,188000,0,81000,478000,7.6,7.8,T,465077077.0,776897830.0,127833000.0,72444229318.0,74,155,Evolution Studios,7.735371179
Fortune Street,Weii,2011,Misc,Ninti,246000,30000,172000,20000,468000,6.7,7.5,E,465077077.0,776897830.0,127833000.0,72444229318.0,42,24,Marvelous AQL,6.990909091
Rise of Nightmares,X360,2011,Action,Sega,275000,130000,10000,41000,456000,5.4,7.9,M,465077077.0,776897830.0,127833000.0,72444229318.0,56,44,Sega,6.5
Two Worlds II,PS3,2011,Role-Playing,Unknown,263000,99000,60000,51000,473000,6.9,7.0,M,465077077.0,776897830.0,127833000.0,72444229318.0,28,65,Reality Pump,6.969892473
MX vs. ATV: Alive,PS3,2011,Racing,THQ,241000,152000,0,70000,463000,6.2,6.6,E,465077077.0,776897830.0,127833000.0,72444229318.0,41,11,THQ Digital Studio Phoenix,6.284615385
Major League Baseball 2K11,X360,2011,Sports,Take-Two Interactive,404000,30000,0,30000,464000,6.9,6.8,E,465077077.0,776897830.0,127833000.0,72444229318.0,27,24,Visual Concepts,6.852941176
Red Faction: Armageddon,PS3,2011,Shooter,THQ,201000,148000,30000,70000,449000,7.1,7.4,M,465077077.0,776897830.0,127833000.0,72444229318.0,52,58,Volition Inc.,7.258181818
F.E.A.R. 3,PS3,2011,Shooter,Warner Bros. Interactive Entertainment,208000,162000,10000,71000,451000,7.3,7.2,M,465077077.0,776897830.0,127833000.0,72444229318.0,48,103,Day 1 Studios,7.231788079
F.E.A.R. 3,X360,2011,Shooter,Warner Bros. Interactive Entertainment,296000,111000,10000,40000,457000,7.5,7.1,M,465077077.0,776897830.0,127833000.0,72444229318.0,71,139,Day 1 Studios,7.235238095
"Warhammer 40,000: Space Marine",PS3,2011,Shooter,THQ,128000,230000,0,80000,438000,6.9,7.3,M,465077077.0,776897830.0,127833000.0,72444229318.0,46,162,Relic,7.211538462
Virtua Tennis 4,PS3,2011,Sports,Sega,92000,236000,30000,79000,437000,7.0,6.6,E,465077077.0,776897830.0,127833000.0,72444229318.0,49,28,Sega,6.854545455
Child of Eden,X360,2011,Shooter,Ubisoft,277000,121000,0,40000,438000,8.5,7.8,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,81,95,Q Entertainment,8.122159091
Top Spin 4,X360,2011,Sports,Take-Two Interactive,152000,217000,0,40000,409000,8.3,8.3,E,465077077.0,776897830.0,127833000.0,72444229318.0,54,70,2K Czech,8.3
WWE All Stars,PS3,2011,Fighting,THQ,160000,183000,0,70000,413000,7.5,6.4,T,465077077.0,776897830.0,127833000.0,72444229318.0,51,36,THQ,7.044827586
Fantastic Pets,X360,2011,Simulation,THQ,305000,80000,0,30000,415000,6.5,7.5,E,465077077.0,776897830.0,127833000.0,72444229318.0,11,4,Blitz Games Studios,6.766666667
Duke Nukem Forever,PC,2011,Shooter,Take-Two Interactive,178000,172000,0,60000,410000,5.4,5.7,M,465077077.0,776897830.0,127833000.0,72444229318.0,48,1183,"Gearbox Software, 3D Realms",5.688302193
The Gunstringer,X360,2011,Shooter,Microsoft Game Studios,256000,99000,0,40000,395000,7.7,8.2,T,465077077.0,776897830.0,127833000.0,72444229318.0,60,40,Twisted Pixel Games,7.9
Fishing Resort,Weii,2011,Sports,Namco Bandai Games,142000,0,248000,10000,400000,7.0,7.1,E,465077077.0,776897830.0,127833000.0,72444229318.0,9,8,Prope,7.047058824
Madden NFL Football,3DS,2011,Sports,Electronic Arts,361000,10000,0,30000,401000,4.9,5.4,E,465077077.0,776897830.0,127833000.0,72444229318.0,18,16,EA Tiburon,5.135294118
Combat of Giants: Dinosaurs 3D,3DS,2011,Strategy,Ubisoft,254000,59000,51000,30000,394000,4.5,5.4,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,18,9,Ubisoft,4.8
Samurai Warriors Chronicles,3DS,2011,Action,Tecmo Koei,121000,51000,202000,10000,384000,6.1,7.6,T,465077077.0,776897830.0,127833000.0,72444229318.0,30,35,Omega Force,6.907692308
Red Faction: Armageddon,X360,2011,Shooter,THQ,180000,161000,10000,41000,392000,7.0,6.9,M,465077077.0,776897830.0,127833000.0,72444229318.0,74,77,Volition Inc.,6.949006623
Dungeon Siege III,PS3,2011,Role-Playing,Square Enix,169000,128000,30000,49000,376000,7.1,6.2,T,465077077.0,776897830.0,127833000.0,72444229318.0,52,86,Obsidian Entertainment,6.539130435
Saints Row: The Third,PC,2011,Action,THQ,163000,160000,0,60000,383000,8.5,8.0,M,465077077.0,776897830.0,127833000.0,72444229318.0,22,1263,Volition Inc.,8.008560311
Pro Evolution Soccer 2011 3D,3DS,2011,Sports,Konami Digital Entertainment,111000,130000,110000,20000,371000,7.2,6.8,E,465077077.0,776897830.0,127833000.0,72444229318.0,43,18,Konami,7.081967213
Rage,PC,2011,Shooter,Bethesda Softworks,142000,182000,0,60000,384000,7.8,5.3,M,465077077.0,776897830.0,127833000.0,72444229318.0,32,1618,id Software,5.348484848
Dungeon Siege III,X360,2011,Role-Playing,Square Enix,207000,119000,10000,30000,366000,7.1,6.0,T,465077077.0,776897830.0,127833000.0,72444229318.0,55,102,Obsidian Entertainment,6.385350318
Need for Speed: The Run,PC,2011,Action,Electronic Arts,91000,213000,0,71000,375000,7.0,5.8,T,465077077.0,776897830.0,127833000.0,72444229318.0,18,338,Black Box,5.860674157
Tiger Woods PGA Tour 12: The Masters,Weii,2011,Sports,Electronic Arts,204000,110000,0,30000,344000,8.6,6.6,E,465077077.0,776897830.0,127833000.0,72444229318.0,14,7,Electronic Arts,7.933333333
Transformers: Dark of the Moon,PS3,2011,Action,Activision,108000,177000,0,61000,346000,5.8,5.6,T,465077077.0,776897830.0,127833000.0,72444229318.0,41,27,High Moon Studios,5.720588235
WWE '12,Weii,2011,Fighting,THQ,233000,80000,0,30000,343000,7.5,5.2,T,465077077.0,776897830.0,127833000.0,72444229318.0,6,9,Yuke's,6.12
WWE All Stars,X360,2011,Fighting,THQ,182000,141000,0,30000,353000,7.4,7.2,T,465077077.0,776897830.0,127833000.0,72444229318.0,64,45,THQ,7.317431193
Naruto Shippuden: Ultimate Ninja Impact,PSP,2011,Fighting,Namco Bandai Games,91000,69000,150000,40000,350000,6.0,7.1,T,465077077.0,776897830.0,127833000.0,72444229318.0,16,26,Racjin,6.680952381
Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011,Strategy,Ubisoft,224000,92000,0,30000,346000,7.8,8.0,T,465077077.0,776897830.0,127833000.0,72444229318.0,49,78,Ubisoft,7.922834646
Harry Potter and the Deathly Hallows - Part 2,X360,2011,Action,Electronic Arts,192000,109000,0,30000,331000,4.3,5.3,T,465077077.0,776897830.0,127833000.0,72444229318.0,31,24,EA Bright Light,4.736363636
The King of Fighters XIII,X360,2011,Fighting,Rising Star Games,228000,60000,10000,30000,328000,7.9,8.3,T,465077077.0,776897830.0,127833000.0,72444229318.0,31,51,SNK Playmore,8.148780488
Harry Potter and the Deathly Hallows - Part 2,Weii,2011,Action,Electronic Arts,167000,128000,0,30000,325000,4.8,6.5,T,465077077.0,776897830.0,127833000.0,72444229318.0,6,5,EA Bright Light,5.572727273
Mystery Case Files: The Malgrave Incident,Weii,2011,Adventure,Ninti,167000,130000,0,30000,327000,6.6,8.3,E,465077077.0,776897830.0,127833000.0,72444229318.0,26,5,Sanzaru Games,6.874193548
Dead Space 2,PC,2011,Shooter,Electronic Arts,130000,152000,0,40000,322000,8.8,8.3,M,465077077.0,776897830.0,127833000.0,72444229318.0,28,974,Visceral Games,8.313972056
The Black Eyed Peas Experience,X360,2011,Misc,Ubisoft,203000,98000,0,30000,331000,6.5,5.8,T,465077077.0,776897830.0,127833000.0,72444229318.0,17,8,iNiS,6.276
Dead Rising 2: Off the Record,PS3,2011,Action,Capcom,109000,79000,102000,31000,321000,7.2,7.1,M,465077077.0,776897830.0,127833000.0,72444229318.0,31,35,Capcom Vancouver,7.146969697
Harry Potter and the Deathly Hallows - Part 2,PS3,2011,Action,Electronic Arts,141000,131000,0,49000,321000,4.4,5.7,T,465077077.0,776897830.0,127833000.0,72444229318.0,21,27,EA Bright Light,5.13125
Operation Flashpoint: Red River,PS3,2011,Shooter,Codemasters,59000,142000,71000,50000,322000,6.7,6.2,M,465077077.0,776897830.0,127833000.0,72444229318.0,36,18,Codemasters,6.533333333
Fable III,PC,2011,Role-Playing,Microsoft Game Studios,101000,172000,0,50000,323000,7.6,5.5,M,465077077.0,776897830.0,127833000.0,72444229318.0,39,555,Lionhead Studios,5.637878788
Phineas and Ferb: Across the 2nd Dimension,PS3,2011,Action,Disney Interactive Studios,151000,108000,0,51000,310000,6.4,6.5,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,13,9,High Impact Games,6.440909091
Rugby World Cup 2011,PS3,2011,Sports,505 Games,0,239000,0,71000,310000,4.9,5.6,E,465077077.0,776897830.0,127833000.0,72444229318.0,12,7,HB Studios Multimedia,5.157894737
Catherine,X360,2011,Adventure,Deep Silver,200000,60000,30000,20000,310000,8.0,7.8,M,465077077.0,776897830.0,127833000.0,72444229318.0,39,153,Atlus,7.840625
Bust-A-Move Universe,3DS,2011,Puzzle,Square Enix,80000,149000,61000,30000,320000,4.9,4.9,E,465077077.0,776897830.0,127833000.0,72444229318.0,30,13,Arika,4.9
Pandora's Tower,Weii,2011,Role-Playing,Ninti,108000,101000,79000,20000,308000,7.2,8.1,T,465077077.0,776897830.0,127833000.0,72444229318.0,48,99,Ganbarion,7.806122449
NASCAR 2011: The Game,X360,2011,Racing,Activision,293000,0,0,20000,313000,6.3,4.1,E,465077077.0,776897830.0,127833000.0,72444229318.0,24,14,Eutechnyx,5.489473684
The King of Fighters XIII,PS3,2011,Fighting,Rising Star Games,168000,60000,41000,30000,299000,7.6,8.1,T,465077077.0,776897830.0,127833000.0,72444229318.0,26,76,SNK Playmore,7.97254902
Tom Clancy's Splinter Cell 3D,3DS,2011,Action,Ubisoft,140000,70000,71000,20000,301000,5.2,5.5,T,465077077.0,776897830.0,127833000.0,72444229318.0,32,26,Ubisoft,5.334482759
PowerUp Heroes,X360,2011,Fighting,Ubisoft,179000,90000,0,31000,300000,6.1,7.6,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,13,10,Ubisoft,6.752173913
Little Deviants,PSV,2011,Platform,Sony Computer Entertainment,140000,119000,0,40000,299000,5.7,5.6,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,62,53,Bigbig Studios,5.653913043
Ultimate Marvel vs. Capcom 3,PSV,2011,Fighting,Capcom,172000,81000,0,41000,294000,7.9,7.8,T,465077077.0,776897830.0,127833000.0,72444229318.0,48,93,Capcom,7.834042553
Call of Juarez: The Cartel,PS3,2011,Shooter,Ubisoft,121000,122000,0,51000,294000,4.5,5.5,M,465077077.0,776897830.0,127833000.0,72444229318.0,42,74,Techland,5.137931034
Operation Flashpoint: Red River,X360,2011,Shooter,Codemasters,101000,138000,10000,30000,279000,6.9,6.1,M,465077077.0,776897830.0,127833000.0,72444229318.0,64,29,Codemasters,6.650537634
Transformers: Dark of the Moon,X360,2011,Action,Activision,128000,120000,0,30000,278000,6.0,6.7,T,465077077.0,776897830.0,127833000.0,72444229318.0,53,30,High Moon Studios,6.253012048
El Shaddai: Ascension of the Metatron,PS3,2011,Action,Ignition Entertainment,108000,61000,80000,30000,279000,7.9,7.5,T,465077077.0,776897830.0,127833000.0,72444229318.0,46,40,Ignition Entertainment,7.713953488
Medieval Moves: Deadmund's Quest,PS3,2011,Action,Sony Computer Entertainment,127000,109000,0,40000,276000,6.0,6.4,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,41,17,Zindagi Games,6.117241379
Rugby World Cup 2011,X360,2011,Sports,505 Games,30000,207000,0,40000,277000,5.5,3.8,E,465077077.0,776897830.0,127833000.0,72444229318.0,14,13,HB Studios Multimedia,4.681481481
Patapon 3,PSP,2011,Misc,Sony Computer Entertainment,51000,30000,169000,20000,270000,7.3,7.3,E,465077077.0,776897830.0,127833000.0,72444229318.0,41,35,SCE Japan Studio,7.3
Need for Speed: The Run,Weii,2011,Action,Electronic Arts,108000,120000,10000,30000,268000,6.3,3.5,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,6,21,Firebrand Games,4.122222222
Dead Rising 2: Off the Record,X360,2011,Action,Capcom,173000,80000,0,20000,273000,7.2,7.5,M,465077077.0,776897830.0,127833000.0,72444229318.0,48,60,Capcom Vancouver,7.366666667
NASCAR 2011: The Game,PS3,2011,Racing,Activision,251000,0,0,20000,271000,6.3,3.8,E,465077077.0,776897830.0,127833000.0,72444229318.0,16,15,Eutechnyx,5.090322581
Shadows of the Damned,PS3,2011,Action,Electronic Arts,110000,91000,39000,29000,269000,7.6,8.2,M,465077077.0,776897830.0,127833000.0,72444229318.0,56,124,Grasshopper Manufacture,8.013333333
MotionSports: Adrenaline,X360,2011,Sports,Ubisoft,140000,100000,0,29000,269000,4.1,7.3,E,465077077.0,776897830.0,127833000.0,72444229318.0,8,7,Ubisoft Vancouver,5.593333333
Call of Juarez: The Cartel,X360,2011,Shooter,Ubisoft,142000,100000,0,30000,272000,4.8,5.8,M,465077077.0,776897830.0,127833000.0,72444229318.0,62,109,Techland,5.437426901
The Adventures of Tintin: The Game,PS3,2011,Action,Ubisoft,60000,149000,0,51000,260000,6.0,5.6,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,27,13,Ubisoft Montpellier,5.87
Dynasty Warriors 7: Xtreme Legends,PS3,2011,Action,Tecmo Koei,40000,40000,163000,20000,263000,6.3,7.8,T,465077077.0,776897830.0,127833000.0,72444229318.0,11,9,Omega Force,6.975
LEGO Star Wars III: The Clone Wars,PC,2011,Action,LucasArts,98000,131000,0,30000,259000,7.6,7.6,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,14,44,Traveller's Tales,7.6
Hunted: The Demon's Forge,PS3,2011,Action,Bethesda Softworks,118000,82000,20000,29000,249000,5.6,6.2,M,465077077.0,776897830.0,127833000.0,72444229318.0,34,70,InXile Entertainment,6.003846154
Spider-Man: Edge of Time,X360,2011,Action,Activision,181000,49000,0,20000,250000,5.6,6.8,T,465077077.0,776897830.0,127833000.0,72444229318.0,50,33,Beenox,6.077108434
L.A. Noire: The Complete Edition,PC,2011,Adventure,Take-Two Interactive,80000,129000,0,30000,239000,8.4,7.9,M,465077077.0,776897830.0,127833000.0,72444229318.0,28,903,Rockstar Leeds,7.915037594
Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,Namco Bandai Games,100000,61000,81000,10000,252000,7.0,7.8,T,465077077.0,776897830.0,127833000.0,72444229318.0,37,26,Project Aces,7.33015873
Dynasty Warriors Next,PSV,2011,Action,Tecmo Koei,50000,59000,110000,20000,239000,6.7,7.4,T,465077077.0,776897830.0,127833000.0,72444229318.0,35,73,Koei,7.173148148
Homefront,PC,2011,Shooter,THQ,109000,102000,0,30000,241000,7.0,5.5,M,465077077.0,776897830.0,127833000.0,72444229318.0,36,531,Digital Extremes,5.595238095
Dynasty Warriors 7,X360,2011,Action,Tecmo Koei,161000,60000,0,20000,241000,5.8,7.9,T,465077077.0,776897830.0,127833000.0,72444229318.0,22,46,Omega Force,7.220588235
The Adventures of Tintin: The Game,X360,2011,Action,Ubisoft,70000,130000,0,31000,231000,6.2,6.1,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,35,12,Ubisoft Montpellier,6.174468085
Dreamcast Collection,X360,2011,Misc,Sega,159000,59000,0,20000,238000,5.3,5.1,T,465077077.0,776897830.0,127833000.0,72444229318.0,31,10,Sega,5.251219512
X-Men: Destiny,PS3,2011,Action,Activision,140000,69000,0,29000,238000,5.1,4.8,T,465077077.0,776897830.0,127833000.0,72444229318.0,33,37,Silicon Knights,4.941428571
X-Men: Destiny,X360,2011,Action,Activision,181000,40000,0,20000,241000,4.7,5.0,T,465077077.0,776897830.0,127833000.0,72444229318.0,51,72,Silicon Knights,4.875609756
Virtua Tennis 4,X360,2011,Sports,Sega,110000,88000,10000,20000,228000,6.9,6.3,E,465077077.0,776897830.0,127833000.0,72444229318.0,37,12,Sega,6.753061224
Carnival Island,PS3,2011,Misc,Sony Computer Entertainment,130000,59000,0,41000,230000,6.5,5.2,E,465077077.0,776897830.0,127833000.0,72444229318.0,25,5,Magic Pixel Games,6.283333333
WWE All Stars,3DS,2011,Fighting,THQ,148000,60000,0,20000,228000,7.0,7.4,T,465077077.0,776897830.0,127833000.0,72444229318.0,12,7,THQ,7.147368421
Rune Factory: Tides of Destiny,PS3,2011,Role-Playing,Marvelous Interactive,140000,0,70000,20000,230000,5.4,7.8,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,12,44,Neverland,7.285714286
NASCAR 2011: The Game,Weii,2011,Racing,Activision,210000,0,0,10000,220000,4.2,3.2,E,465077077.0,776897830.0,127833000.0,72444229318.0,5,9,Eutechnyx,3.557142857
Spider-Man: Edge of Time,PS3,2011,Action,Activision,130000,70000,0,31000,231000,5.8,7.3,T,465077077.0,776897830.0,127833000.0,72444229318.0,43,29,Beenox,6.404166667
Shinobi,3DS,2011,Platform,Sega,141000,70000,0,20000,231000,6.9,7.4,T,465077077.0,776897830.0,127833000.0,72444229318.0,33,33,Griptonite Games,7.15
Child of Eden,PS3,2011,Shooter,Ubisoft,91000,100000,0,40000,231000,8.1,7.7,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,21,25,Q Entertainment,7.882608696
Asphalt: Injection,PSV,2011,Action,Ubisoft,130000,61000,0,30000,221000,4.8,4.7,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,33,28,Ubisoft,4.754098361
Dead Island,PC,2011,Action,Deep Silver,121000,69000,0,30000,220000,8.1,6.7,M,465077077.0,776897830.0,127833000.0,72444229318.0,24,1428,Techland,6.723140496
Hunted: The Demon's Forge,X360,2011,Action,Bethesda Softworks,129000,60000,0,20000,209000,6.0,5.9,M,465077077.0,776897830.0,127833000.0,72444229318.0,59,116,InXile Entertainment,5.933714286
Pro Evolution Soccer 2012,Weii,2011,Action,Konami Digital Entertainment,79000,79000,30000,20000,208000,8.0,7.0,E,465077077.0,776897830.0,127833000.0,72444229318.0,9,12,Konami,7.428571429
de Blob 2,PS3,2011,Platform,THQ,109000,70000,0,29000,208000,7.4,7.0,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,50,34,Blue Tongue Entertainment,7.238095238
You Don't Know Jack,Weii,2011,Misc,THQ,190000,0,0,10000,200000,8.0,7.8,T,465077077.0,776897830.0,127833000.0,72444229318.0,5,6,"Jellyvision, Iron Galaxy Studios",7.890909091
You Don't Know Jack,X360,2011,Misc,THQ,192000,0,0,10000,202000,8.4,7.8,T,465077077.0,776897830.0,127833000.0,72444229318.0,23,29,"Jellyvision, Iron Galaxy Studios",8.065384615
Frogger 3D,3DS,2011,Action,Konami Digital Entertainment,163000,30000,0,10000,203000,5.3,5.5,E,465077077.0,776897830.0,127833000.0,72444229318.0,11,8,Alpha Unit,5.384210526
"Warhammer 40,000: Space Marine",PC,2011,Shooter,THQ,90000,90000,0,31000,211000,7.3,7.3,M,465077077.0,776897830.0,127833000.0,72444229318.0,34,596,Relic,7.3
Major League Baseball 2K11,PS3,2011,Sports,Take-Two Interactive,148000,30000,0,20000,198000,7.3,6.3,E,465077077.0,776897830.0,127833000.0,72444229318.0,13,9,Visual Concepts,6.890909091
Two Worlds II,PC,2011,Role-Playing,Unknown,88000,89000,0,20000,197000,7.7,6.4,M,465077077.0,776897830.0,127833000.0,72444229318.0,31,315,Reality Pump,6.516473988
Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,D3Publisher,61000,40000,79000,20000,200000,6.4,7.0,T,465077077.0,776897830.0,127833000.0,72444229318.0,28,24,Vicious Cycle,6.676923077
Way of the Samurai 4,PS3,2011,Action,Nippon Ichi Software,0,30000,160000,10000,200000,5.8,6.6,M,465077077.0,776897830.0,127833000.0,72444229318.0,25,15,Acquire,6.1
UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,THQ,81000,79000,0,30000,190000,6.6,2.4,E,465077077.0,776897830.0,127833000.0,72444229318.0,8,5,THQ,4.984615385
Captain America: Super Soldier,PS3,2011,Action,Sega,100000,60000,0,30000,190000,6.1,7.4,T,465077077.0,776897830.0,127833000.0,72444229318.0,34,40,Next Level Games,6.802702703
Need for Speed: The Run,3DS,2011,Action,Electronic Arts,90000,88000,0,20000,198000,6.5,6.0,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,9,26,Firebrand Games,6.128571429
SpongeBob SquigglePants 3D,3DS,2011,Misc,THQ,130000,50000,0,20000,200000,6.3,6.0,E,465077077.0,776897830.0,127833000.0,72444229318.0,8,8,WayForward,6.15
WWE All Stars,Weii,2011,Fighting,THQ,100000,70000,0,20000,190000,6.8,7.1,T,465077077.0,776897830.0,127833000.0,72444229318.0,11,8,THQ,6.926315789
F1 2011,PC,2011,Racing,Codemasters,0,151000,0,39000,190000,8.3,7.3,E,465077077.0,776897830.0,127833000.0,72444229318.0,10,83,Codemasters,7.407526882
Earth Defense Force: Insect Armageddon,X360,2011,Shooter,D3Publisher,99000,41000,30000,10000,180000,6.7,8.3,T,465077077.0,776897830.0,127833000.0,72444229318.0,40,45,Vicious Cycle,7.547058824
Warriors: Legends of Troy,PS3,2011,Action,Tecmo Koei,59000,40000,70000,20000,189000,4.4,7.0,M,465077077.0,776897830.0,127833000.0,72444229318.0,22,24,Tecmo Koei Canada,5.756521739
The Lord of the Rings: War in the North,PC,2011,Action,Warner Bros. Interactive Entertainment,49000,108000,0,30000,187000,6.6,7.2,M,465077077.0,776897830.0,127833000.0,72444229318.0,21,289,Snowblind Studios,7.159354839
Rango: The Video Game,PS3,2011,Action,Electronic Arts,69000,90000,0,31000,190000,6.4,6.4,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,23,7,Behaviour Interactive,6.4
Shadows of the Damned,X360,2011,Action,Electronic Arts,100000,60000,10000,20000,190000,7.6,8.3,M,465077077.0,776897830.0,127833000.0,72444229318.0,76,139,Grasshopper Manufacture,8.05255814
Heavy Fire: Afghanistan,PS3,2011,Shooter,Unknown,172000,0,0,20000,192000,3.8,3.4,T,465077077.0,776897830.0,127833000.0,72444229318.0,5,16,Teyon,3.495238095
Driver: San Francisco,PC,2011,Racing,Ubisoft,49000,99000,0,31000,179000,8.1,7.0,T,465077077.0,776897830.0,127833000.0,72444229318.0,11,332,Ubisoft Reflections,7.035276968
WWE All Stars,PSP,2011,Fighting,THQ,120000,41000,0,29000,190000,7.0,6.7,T,465077077.0,776897830.0,127833000.0,72444229318.0,4,5,THQ,6.833333333
de Blob 2,Weii,2011,Platform,THQ,108000,61000,0,20000,189000,7.9,8.1,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,20,26,Blue Tongue Entertainment,8.013043478
Brink,PC,2011,Shooter,Bethesda Softworks,60000,90000,0,30000,180000,6.9,5.9,T,465077077.0,776897830.0,127833000.0,72444229318.0,38,547,Splash Damage,5.964957265
You Don't Know Jack,PS3,2011,Misc,THQ,161000,0,0,10000,171000,8.3,7.2,T,465077077.0,776897830.0,127833000.0,72444229318.0,11,18,"Jellyvision, Iron Galaxy Studios",7.617241379
MindJack,PS3,2011,Shooter,Square Enix,69000,70000,0,30000,169000,4.4,1.7,M,465077077.0,776897830.0,127833000.0,72444229318.0,31,46,FeelPlus,2.787012987
Ridge Racer,PSV,2011,Racing,Namco Bandai Games,30000,71000,50000,20000,171000,4.4,3.7,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,39,59,"Namco Bandai Games, Cellius",3.978571429
Dungeon Siege III,PC,2011,Role-Playing,Square Enix,79000,81000,0,20000,180000,7.1,4.8,T,465077077.0,776897830.0,127833000.0,72444229318.0,37,399,Obsidian Entertainment,4.995183486
PlayStation Move Heroes,PS3,2011,Platform,Sony Computer Entertainment,80000,59000,0,30000,169000,5.4,6.1,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,39,16,Nihilistic,5.603636364
Captain America: Super Soldier,X360,2011,Action,Sega,109000,50000,0,10000,169000,6.0,6.4,T,465077077.0,776897830.0,127833000.0,72444229318.0,48,37,Next Level Games,6.174117647
MotoGP 10/11,PS3,2011,Racing,Capcom,39000,100000,0,30000,169000,6.7,6.2,E,465077077.0,776897830.0,127833000.0,72444229318.0,32,23,Monumental Games,6.490909091
Green Lantern: Rise of the Manhunters,PS3,2011,Action,Warner Bros. Interactive Entertainment,88000,50000,0,20000,158000,6.1,6.8,T,465077077.0,776897830.0,127833000.0,72444229318.0,12,17,Double Helix Games,6.510344828
MLB 11: The Show,PSP,2011,Sports,Sony Computer Entertainment,151000,0,0,20000,171000,7.7,6.0,E,465077077.0,776897830.0,127833000.0,72444229318.0,9,5,SCEA San Diego Studios,7.092857143
Driver: San Francisco,Weii,2011,Racing,Ubisoft,59000,91000,0,20000,170000,6.4,6.1,T,465077077.0,776897830.0,127833000.0,72444229318.0,7,10,Ubisoft Reflections,6.223529412
F1 2011,3DS,2011,Racing,Codemasters,70000,80000,0,20000,170000,6.0,6.9,E,465077077.0,776897830.0,127833000.0,72444229318.0,15,13,Codemasters,6.417857143
Doctor Lautrec and the Forgotten Knights,3DS,2011,Adventure,Konami Digital Entertainment,71000,50000,29000,10000,160000,5.4,6.1,E10+,465077077.0,776897830.0,127833000.0,72444229318.0,19,8,WinkySoft,5.607407407
Aliens: Infestation,DS,2011,Action,Sega,89000,49000,0,20000,158000,7.5,8.2,T,465077077.0,776897830.0,127833000.0,72444229318.0,43,29,"Gearbox Software, WayForward",7.781944444
El Shaddai: Ascension of the Metatron,X360,2011,Action,Ignition Entertainment,70000,50000,30000,10000,160000,7.5,7.0,T,465077077.0,776897830.0,127833000.0,72444229318.0,44,47,Ignition Entertainment,7.241758242
NBA 2K12,PC,2011,Sports,Take-Two Interactive,90000,50000,0,20000,160000,8.5,7.1,E,465077077.0,776897830.0,127833000.0,72444229318.0,5,66,Visual Concepts,7.198591549
Bulletstorm,PC,2011,Shooter,Electronic Arts,71000,70000,0,20000,161000,8.2,7.8,M,465077077.0,776897830.0,127833000.0,72444229318.0,34,768,"Epic Games, People Can Fly",7.816957606
James Noir's Hollywood Crimes,3DS,2011,Adventure,Ubisoft,71000,71000,0,10000,152000,6.1,6.5,T,465077077.0,776897830.0,127833000.0,72444229318.0,22,5,Ubisoft,6.174074074
