name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,critic_score,critic_count,user_score,user_count,developer,rating,popularity_score,global_sales
Mega Man X: Command Mission,GC,2004,Role-Playing,Capcom,99000,20000,0,0,6.8,21,7.3,12,Capcom,E,6.981818182,119000
Need for Speed: ProStreet,DS,2007,Racing,Electronic Arts,109000,10000,0,10000,7.4,8,7.5,10,Exient Entertainment,E,7.455555556,129000
DiRT Rally,XOne,2016,Racing,Codemasters,41000,81000,0,10000,8.8,17,8.0,60,Codemasters,E,8.176623377,132000
NHL 2K7,PS3,2006,Sports,Take-Two Interactive,110000,0,0,10000,7.9,24,6.7,5,Kush Games,E10+,7.693103448,120000
Worms 3D,PS2,2003,Strategy,Sega,61000,51000,0,20000,7.0,31,7.8,22,Team 17,T,7.332075472,132000
Eat Lead: The Return of Matt Hazard,X360,2009,Shooter,D3Publisher,101000,10000,0,10000,5.4,53,7.1,27,Vicious Cycle,T,5.97375,121000
Disney's PK: Out of the Shadows,PS2,2002,Platform,Ubisoft,60000,50000,0,20000,4.9,14,5.1,4,Ubisoft,E,4.944444444,130000
Puzzle Quest: Challenge of the Warlords,PS2,2007,Puzzle,D3Publisher,59000,51000,0,20000,7.8,11,7.1,6,Infinite Interactive,E10+,7.552941176,130000
Chessmaster: The Art of Learning,PSP,2008,Misc,Ubisoft,108000,0,0,10000,6.5,4,8.5,18,Ubisoft,E,8.136363636,118000
Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005,Role-Playing,Tecmo Koei,60000,51000,0,20000,7.6,41,7.3,12,Nippon Ichi Software,T,7.532075472,131000
Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,Activision,90000,30000,0,0,7.1,17,7.2,5,Activision,E,7.122727273,120000
Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,Sony Computer Entertainment,109000,0,0,10000,6.5,21,7.8,6,SCEA,E,6.788888889,119000
Ice Age: Dawn of the Dinosaurs,X360,2009,Action,Activision,91000,20000,0,10000,6.7,28,7.6,6,Activision,E10+,6.858823529,121000
Star Trek: Conquest,Weii,2007,Strategy,Bethesda Softworks,110000,10000,0,10000,4.9,18,4.9,11,4J Studios,E,4.9,130000
Major League Baseball 2K8 Fantasy All-Stars,DS,2008,Sports,Take-Two Interactive,111000,0,0,10000,5.8,8,7.1,6,Deep Fried Entertainment,E,6.357142857,121000
Madden NFL 06,DS,2005,Sports,Electronic Arts,112000,0,0,10000,6.5,9,6.2,12,Exient Entertainment,E,6.328571429,122000
Red Faction II,XB,2003,Shooter,THQ,90000,30000,0,0,7.3,20,5.8,11,Outrage Games,M,6.767741935,120000
Voodoo Vince,XB,2003,Platform,Microsoft Game Studios,88000,30000,0,0,7.3,38,8.3,22,Beep Industries,T,7.666666667,118000
Everybody Dance,PS3,2011,Misc,Sony Computer Entertainment,112000,0,0,10000,6.6,5,6.8,8,SCEE,T,6.723076923,122000
Blackwater,X360,2011,Shooter,505 Games,88000,20000,0,10000,3.6,12,4.5,14,Zombie Studios,T,4.084615385,118000
Tom Clancy's Ghost Recon,Weii,2010,Shooter,Ubisoft,100000,10000,0,10000,4.6,21,6.8,8,Next Level Games,T,5.206896552,120000
Thor: God of Thunder,DS,2011,Action,Sega,81000,30000,0,10000,6.4,18,7.2,9,WayForward,E10+,6.666666667,121000
The X Files: Resist or Serve,PS2,2004,Adventure,Vivendi Games,61000,50000,0,20000,6.8,31,8.6,8,Black Ops Entertainment,M,7.169230769,131000
Touch My Katamari ,PSV,2011,Puzzle,Namco Bandai Games,71000,29000,0,20000,7.0,41,7.5,51,Bandai Namco Games,E10+,7.277173913,120000
PixelJunk Monsters Deluxe,PSP,2010,Strategy,Sony Computer Entertainment,110000,0,0,10000,8.5,27,7.8,32,Q-Games,E,8.120338983,120000
Curious George,PS2,2006,Action,Namco Bandai Games,61000,51000,0,20000,5.3,13,7.7,6,Monkey Bar Games,E,6.057894737,132000
Killer is Dead,X360,2013,Action,Deep Silver,81000,20000,10000,10000,6.4,38,7.1,144,Grasshopper Manufacture,M,6.953846154,121000
Megamind: Ultimate Showdown,X360,2010,Action,THQ,69000,39000,0,10000,3.4,7,4.3,6,THQ Australia,E10+,3.815384615,118000
Zathura,PS2,2005,Adventure,Take-Two Interactive,61000,50000,0,20000,4.2,16,2.0,5,High Voltage Software,E10+,3.676190476,131000
Mytran Wars,PSP,2009,Strategy,Deep Silver,80000,20000,0,20000,6.9,16,8.8,4,Stormregion,T,7.28,120000
NCIS,PS3,2011,Adventure,Ubisoft,69000,40000,0,20000,5.0,4,4.0,4,Ubisoft,T,4.5,129000
Ninja Reflex,Weii,2008,Action,Electronic Arts,111000,0,0,10000,4.8,26,6.1,11,Sanzaru Games,E10+,5.186486486,121000
Cel Damage,XB,2001,Racing,Electronic Arts,90000,30000,0,0,6.4,24,8.3,7,Pseudo Interactive,T,6.829032258,120000
Supremacy MMA,PS3,2011,Fighting,505 Games,69000,30000,0,20000,4.6,17,6.5,4,Kung Fu Factory,M,4.961904762,119000
Lunar: Dragon Song,DS,2005,Role-Playing,Rising Star Games,110000,0,0,10000,5.8,30,6.3,17,"Game Arts, Japan Art Media (JAM)",E10+,5.980851064,120000
Breakdown,XB,2004,Adventure,Electronic Arts,90000,30000,0,0,7.1,62,8.1,17,Namco,M,7.315189873,120000
Geometry Wars: Galaxies,Weii,2007,Shooter,Vivendi Games,112000,0,0,10000,7.9,55,8.1,26,Kuju Entertainment,E,7.964197531,122000
Conduit 2,Weii,2011,Shooter,Sega,70000,41000,0,10000,6.3,51,7.7,60,High Voltage Software,T,7.056756757,121000
Rise of the Tomb Raider,PC,2016,Adventure,Square Enix,0,111000,0,10000,8.6,45,8.0,915,"Crystal Dynamics, Nixxes Software",M,8.028125,121000
X2: Wolverine's Revenge,GC,2003,Platform,Activision,92000,20000,0,0,6.3,21,6.5,8,GenePool,T,6.355172414,112000
Hatsune Miku: Project Diva X,PSV,2016,Misc,Sega,10000,0,98000,0,8.3,5,8.0,22,Sega,T,8.055555556,108000
Godzilla Unleashed: Double Smash,DS,2007,Action,Atari,112000,0,0,10000,2.8,18,4.8,8,Santa Cruz Games,E,3.415384615,122000
Dishonored 2,PC,2016,Action,Bethesda Softworks,40000,71000,0,10000,8.7,37,5.9,383,Arkane Studios,M,6.146666667,121000
WWE SmackDown vs Raw 2008,DS,2007,Fighting,THQ,108000,0,0,10000,6.2,12,6.5,13,Amaze Entertainment,T,6.356,118000
College Hoops 2K6,X360,2006,Sports,Take-Two Interactive,111000,0,0,10000,6.9,17,7.2,11,2K Sports,E,7.017857143,121000
Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment,79000,20000,0,20000,7.4,33,8.8,25,SuperVillain Studios,T,8.003448276,119000
Sonic Adventure 2,DC,2001,Platform,Sega,0,0,120000,0,8.9,18,8.7,236,Sonic Team,E,8.714173228,120000
Tony Hawk's Pro Skater 5,XOne,2015,Sports,Activision,91000,20000,0,10000,4.0,18,2.1,132,Robomodo,T,2.328,121000
Gladiator: Sword of Vengeance,PS2,2003,Action,Acclaim Entertainment,60000,50000,0,20000,6.5,19,5.8,8,Acclaim Studios Manchester,M,6.292592593,130000
Rodea the Sky Soldier,WeiiU,2015,Action,Nippon Ichi Software,79000,20000,10000,10000,4.6,31,6.4,81,"Prope, Kadokawa",E10+,5.901785714,119000
Pinball Hall of Fame: The Williams Collection,X360,2009,Misc,Crave Entertainment,111000,0,0,10000,8.4,18,8.4,16,Farsight Studios,E10+,8.4,121000
Academy of Champions: Soccer,Weii,2009,Sports,Ubisoft,91000,20000,0,10000,6.5,20,6.8,14,Ubisoft Vancouver,E,6.623529412,121000
Overlord: Raising Hell,PS3,2008,Action,Codemasters,70000,30000,0,20000,7.3,35,7.8,27,4J Studios,T,7.517741935,120000
Power Gig: Rise of the SixString,X360,2010,Misc,Unknown,109000,0,0,10000,3.6,20,2.1,17,Seven45 Studios,T,2.910810811,119000
NFL Head Coach,XB,2006,Sports,Electronic Arts,90000,31000,0,0,7.0,26,7.1,9,EA Tiburon,E,7.025714286,121000
Onimusha: Blade Warriors,PS2,2003,Fighting,Capcom,60000,49000,0,20000,6.4,33,6.9,7,Capcom,T,6.4875,129000
Disney's Extreme Skate Adventure,GC,2003,Sports,Activision,91000,20000,0,0,7.6,18,7.7,5,Toys for Bob,E,7.62173913,111000
NBA 2K2,GC,2002,Sports,Sega,90000,20000,0,0,9.0,13,8.0,4,Visual Concepts,E,8.764705882,110000
Psychonauts,XB,2005,Platform,THQ,89000,30000,0,0,8.7,54,9.1,71,Double Fine Productions,T,8.9272,119000
Jeremy McGrath Supercross World,GC,2002,Racing,Acclaim Entertainment,88000,20000,0,0,3.6,14,5.7,5,Acclaim,E,4.152631579,108000
The Sky Crawlers: Innocent Aces,Weii,2008,Simulation,Namco Bandai Games,81000,20000,10000,10000,7.5,42,7.9,13,Access Games,T,7.594545455,121000
nail'd,PS3,2010,Racing,Deep Silver,79000,20000,0,20000,6.6,36,6.3,13,Techland,E10+,6.520408163,119000
Lost Magic,DS,2006,Role-Playing,Ubisoft,92000,0,20000,10000,6.9,44,8.1,32,Taito Corporation,E,7.405263158,122000
Marvel Avengers: Battle for Earth,WeiiU,2012,Action,Ubisoft,61000,40000,0,10000,5.0,10,5.0,25,Ubisoft Quebec,T,5.0,111000
Alice: Madness Returns,PC,2011,Adventure,Electronic Arts,0,101000,0,20000,7.4,29,8.3,559,Spicy Horse,M,8.255612245,121000
Tom Clancy's Splinter Cell: Blacklist,WeiiU,2013,Action,Ubisoft,41000,71000,0,10000,7.5,5,7.7,148,Ubisoft Toronto,M,7.693464052,122000
Phantasy Star Universe,X360,2006,Role-Playing,Sega,91000,10000,0,10000,6.3,34,7.4,42,Sonic Team,T,6.907894737,111000
Spider-Man: Edge of Time,3DS,2011,Action,Activision,81000,30000,0,10000,5.0,7,6.4,12,Beenox,T,5.884210526,121000
Cruis'n,Weii,2007,Racing,Midway Games,101000,10000,0,10000,2.5,7,3.7,18,Midway Studios - San Diego,E,3.364,121000
Samurai Warriors 4-II,PS4,2015,Action,Tecmo Koei,30000,20000,59000,10000,7.4,26,7.2,24,Omega Force,T,7.304,119000
Castlevania: Curse of Darkness,XB,2005,Action,Konami Digital Entertainment,89000,30000,0,0,7.5,26,7.0,13,Konami,M,7.333333333,119000
Lost Planet 3,X360,2013,Shooter,Capcom,71000,30000,10000,10000,5.9,43,5.9,142,Spark Unlimited,T,5.9,121000
Battles of Prince of Persia,DS,2005,Strategy,Ubisoft,99000,10000,0,10000,6.5,16,7.7,14,Ubisoft Montreal,E10+,7.06,119000
Turok: Evolution,GBA,2002,Shooter,Acclaim Entertainment,79000,30000,0,0,7.3,8,7.0,5,RFX Interactive,T,7.184615385,109000
Marvel Trading Card Game,DS,2007,Misc,Konami Digital Entertainment,110000,0,0,10000,6.2,17,4.9,7,1st Playable Productions,T,5.820833333,120000
Nightshade,PS2,2003,Action,Sega,59000,40000,0,10000,6.9,39,7.8,20,Wow Entertainment,M,7.205084746,109000
CSI: Crime Scene Investigation,XB,2004,Adventure,Ubisoft,90000,30000,0,0,4.5,14,7.4,4,369 Interactive,M,5.144444444,120000
LEGO Batman 2: DC Super Heroes,WeiiU,2013,Action,Warner Bros. Interactive Entertainment,41000,60000,0,10000,7.7,7,7.4,31,TT Games,E10+,7.455263158,111000
Buffy the Vampire Slayer: Chaos Bleeds,XB,2003,Action,Vivendi Games,90000,30000,0,0,7.4,26,8.5,14,Eurocom Entertainment Software,T,7.785,120000
Onechanbara: Bikini Zombie Slayers,Weii,2008,Action,D3Publisher,111000,0,0,10000,5.5,24,7.9,20,Tamsoft,M,6.590909091,121000
Reality Fighters,PSV,2012,Fighting,Sony Computer Entertainment,50000,50000,0,20000,5.4,39,3.8,30,Novarama,T,4.704347826,120000
Dragon Ball: Origins,DS,2008,Action,Atari,79000,20000,0,10000,7.9,18,7.6,15,Game Republic,T,7.763636364,109000
FIFA 17,PC,2016,Sports,Electronic Arts,0,109000,0,10000,8.5,12,4.2,160,"EA Sports, EA Vancouver",E,4.5,119000
Lost in Shadow,Weii,2010,Platform,Konami Digital Entertainment,91000,0,10000,10000,6.9,38,8.7,18,Hudson Soft,E10+,7.478571429,111000
NHL 2K3,XB,2002,Sports,Sega,89000,20000,0,0,8.8,17,7.0,14,Treyarch,E,7.987096774,109000
F1 2002,PS2,2002,Racing,Electronic Arts,49000,40000,20000,10000,8.0,11,6.5,10,Visual Sciences,E,7.285714286,119000
Every Extend Extra,PSP,2006,Shooter,Disney Interactive Studios,102000,0,0,10000,7.5,45,7.4,9,Q Entertainment,E,7.483333333,112000
FIFA Soccer,PSP,2005,Sports,Electronic Arts,110000,0,0,10000,7.2,23,7.7,22,EA Canada,E,7.444444444,120000
Darkspore,PC,2011,Role-Playing,Electronic Arts,71000,30000,0,10000,6.6,52,6.1,133,Maxis,T,6.240540541,111000
Self-Defense Training Camp,X360,2011,Sports,Ubisoft,79000,30000,0,10000,2.1,5,4.9,25,Ubisoft,T,4.433333333,119000
Sphinx and the Cursed Mummy,XB,2003,Action,THQ,90000,20000,0,0,7.8,21,9.3,11,Eurocom Entertainment Software,T,8.315625,110000
GT Advance 2: Rally Racing,GBA,2001,Racing,THQ,81000,30000,0,0,7.7,12,6.0,4,MTO,E,7.275,111000
Deception IV: Blood Ties,PS3,2014,Action,Tecmo Koei,30000,20000,60000,10000,7.0,19,8.1,27,Koei Tecmo Games,M,7.645652174,120000
Tenchu: Shadow Assassins,PSP,2009,Action,Ubisoft,30000,20000,50000,10000,6.8,18,7.4,18,From Software,M,7.1,110000
Cabela's Deer Hunt 2005 Season,XB,2004,Sports,Activision,91000,20000,0,0,5.9,5,7.4,6,Sand Grain Studios,T,6.718181818,111000
Dead Man's Hand,XB,2004,Shooter,Atari,90000,20000,0,0,6.1,31,8.1,9,Human Head Studios,T,6.55,110000
NASCAR 07,PS2,2006,Racing,Electronic Arts,60000,40000,0,10000,6.9,26,9.1,16,EA Tiburon,E,7.738095238,110000
Tecmo Bowl: Kickoff,DS,2008,Sports,Tecmo Koei,109000,0,0,10000,6.7,21,7.4,8,Polygon Magic,E,6.893103448,119000
Lost Horizon,PC,2010,Adventure,Deep Silver,0,101000,0,20000,7.6,24,8.1,27,Animation Arts,T,7.864705882,121000
Puzzle Quest 2,DS,2010,Puzzle,D3Publisher,98000,0,0,10000,7.3,27,5.8,11,Infinite Interactive,E10+,6.865789474,108000
Phantasy Star Collection,GBA,2002,Role-Playing,Atari,81000,31000,0,0,7.7,20,7.9,7,Digital Eclipse,E,7.751851852,112000
Disney Art Academy,3DS,2016,Action,Ninti,20000,10000,79000,0,7.2,16,6.7,5,Headstrong Games,E,7.080952381,109000
A Witch's Tale,DS,2009,Role-Playing,Nippon Ichi Software,79000,0,30000,10000,5.0,17,6.1,9,"Nippon Ichi Software, Hit Maker",E10+,5.380769231,119000
Retro Game Challenge,DS,2007,Action,Namco Bandai Games,0,0,111000,0,7.8,30,7.3,15,Indies Zero,E,7.633333333,111000
Shining Force NEO,PS2,2005,Role-Playing,Sega,59000,40000,0,10000,6.8,12,8.0,20,Neverland,T,7.55,109000
FIFA Street 2,GC,2006,Sports,Electronic Arts,91000,20000,0,0,6.3,16,5.8,7,EA Canada,E,6.147826087,111000
Fantastic Four: Rise of the Silver Surfer,X360,2007,Action,Take-Two Interactive,101000,10000,0,10000,4.6,30,5.3,16,Visual Concepts,T,4.843478261,121000
Tom Clancy's EndWar,PSP,2008,Strategy,Ubisoft,99000,10000,0,10000,6.8,7,5.9,8,"Funatics Software, Funatics",T,6.32,119000
NFL Head Coach 09,X360,2008,Sports,Electronic Arts,110000,0,0,10000,6.6,14,8.5,28,EA Tiburon,E,7.866666667,120000
Blood Drive,X360,2010,Racing,Activision,91000,10000,0,10000,4.0,21,6.4,10,Sidhe Interactive,M,4.774193548,111000
Phantom Dust,XB,2004,Action,Microsoft Game Studios,80000,20000,0,0,8.1,37,8.4,35,Microsoft Game Studios Japan,T,8.245833333,100000
Growlanser Generations,PS2,2003,Role-Playing,Atlus,61000,40000,0,10000,8.2,19,7.7,19,Career Soft,T,7.95,111000
Mega Man Battle Chip Challenge,GBA,2003,Misc,Capcom,80000,29000,0,0,5.4,25,8.3,8,Capcom,E,6.103030303,109000
Fatal Frame: Maiden of Black Water,WeiiU,2014,Action,Ninti,0,30000,80000,0,6.7,58,7.5,226,Koei Tecmo Games,M,7.336619718,110000
Prince of Persia: Rival Swords,PSP,2007,Action,Ubisoft,79000,20000,0,10000,7.3,16,8.2,19,"Pipeworks Software, Inc.",T,7.788571429,109000
Cold Winter,PS2,2005,Shooter,Vivendi Games,60000,40000,0,10000,7.2,41,8.1,23,Swordfish Studios,M,7.5234375,110000
Ring of Red,PS2,2000,Strategy,Konami Digital Entertainment,59000,40000,0,10000,8.1,15,8.6,11,Konami,T,8.311538462,109000
Stubbs the Zombie in Rebel Without a Pulse,XB,2005,Action,THQ,80000,20000,0,0,7.4,55,8.2,16,Wideload Games Inc.,M,7.58028169,100000
Ping Pals,DS,2004,Misc,THQ,99000,0,0,10000,2.8,17,4.0,26,WayForward,E,3.525581395,109000
MLB 13: The Show,PSV,2013,Sports,Sony Computer Entertainment,100000,0,0,20000,7.6,7,7.4,21,SCEA San Diego Studios,E,7.45,120000
18 Wheeler: American Pro Trucker,GC,2002,Racing,Acclaim Entertainment,90000,20000,0,0,5.2,17,6.7,8,Acclaim Studios Cheltenham,E,5.68,110000
Split/Second,PSP,2010,Racing,Disney Interactive Studios,79000,20000,0,20000,6.3,16,6.6,15,Black Rock Studio,E10+,6.44516129,119000
Warhammer: Battle March,X360,2008,Strategy,Deep Silver,89000,20000,0,10000,5.6,30,6.7,20,Black Hole Games,M,6.04,119000
Batman: Rise of Sin Tzu,XB,2003,Action,Ubisoft,81000,20000,0,0,6.6,17,7.7,6,Ubisoft Montreal,T,6.886956522,101000
The King of Fighters XII,X360,2009,Fighting,Ignition Entertainment,89000,0,10000,10000,6.3,57,4.2,33,SNK Playmore,T,5.53,109000
Coraline,PS2,2009,Action,D3Publisher,60000,40000,0,10000,3.8,5,2.0,6,Papaya Studios,E10+,2.818181818,110000
Cold Fear,PS2,2005,Action,Ubisoft,59000,40000,0,10000,6.8,39,7.8,27,Darkworks,M,7.209090909,109000
Zubo,DS,2008,Misc,Electronic Arts,80000,20000,0,10000,7.4,19,7.5,75,EA Bright Light,E10+,7.479787234,110000
NHL Hitz 20-03,XB,2002,Sports,Midway Games,81000,20000,0,0,8.2,19,8.5,13,Black Box,E,8.321875,101000
InuYasha: A Feudal Fairy Tale,PS,2002,Fighting,Namco Bandai Games,0,0,99000,10000,6.8,5,9.0,74,Dimps Corporation,T,8.860759494,109000
Where the Wild Things Are,X360,2009,Platform,Warner Bros. Interactive Entertainment,101000,0,0,10000,5.1,10,5.5,5,Griptonite Games,E10+,5.233333333,111000
TMNT,PSP,2007,Action,Ubisoft,98000,0,0,10000,3.7,7,4.1,12,Ubisoft Montreal,E10+,3.952631579,108000
Sabrina The Teenage Witch: Potion Commotion,GBA,2002,Action,Ubisoft,81000,30000,0,0,6.2,5,2.8,6,Ubisoft,E,4.345454545,111000
MLB Power Pros,PS2,2007,Sports,Konami Digital Entertainment,0,0,111000,0,8.0,10,8.6,11,Konami,E,8.314285714,111000
GoldenEye: Rogue Agent,DS,2005,Shooter,Electronic Arts,99000,0,0,10000,5.9,25,7.5,18,"EA Tiburon, n-Space",T,6.569767442,109000
AirForce Delta Strike,PS2,2004,Simulation,Konami Digital Entertainment,50000,40000,0,10000,6.5,22,7.1,6,KCE Studios,T,6.628571429,100000
Pimp My Ride,Weii,2008,Racing,Activision,98000,0,0,10000,2.6,4,3.9,8,Eutechnyx,T,3.466666667,108000
Capcom vs. SNK 2 EO,GC,2002,Fighting,Capcom,89000,20000,0,0,6.7,20,8.8,27,Capcom,T,7.906382979,109000
Hot Wheels Velocity X,GC,2002,Racing,THQ,91000,20000,0,0,5.4,4,6.3,5,Beyond Games,E,5.9,111000
Open Season,X360,2006,Platform,Ubisoft,101000,0,0,10000,5.9,15,7.3,9,Ubisoft,E10+,6.425,111000
de Blob 2,DS,2011,Platform,THQ,79000,20000,0,10000,7.4,11,8.2,6,Halfbrick Studios,E,7.682352941,109000
Call of Juarez: The Cartel,PC,2011,Shooter,Ubisoft,50000,49000,0,10000,5.1,12,3.2,126,Ubisoft,M,3.365217391,109000
FIFA Soccer 06,PSP,2005,Sports,Electronic Arts,99000,0,0,10000,7.8,17,7.7,20,EA Sports,E,7.745945946,109000
JASF: Jane's Advanced Strike Fighters,PS3,2011,Simulation,Deep Silver,70000,30000,0,10000,4.1,7,3.1,7,Trickstar Games,T,3.6,110000
Digimon Story: Cyber Sleuth,PS4,2016,Role-Playing,Namco Bandai Games,0,99000,0,20000,7.5,45,8.4,289,Media Vision,T,8.278742515,119000
Cloudy With a Chance of Meatballs,Weii,2009,Platform,Ubisoft,99000,0,0,10000,6.7,4,5.3,4,Ubisoft Shanghai,E,6.0,109000
The Settlers,DS,2007,Action,Ubisoft,99000,0,0,10000,3.9,6,5.7,7,Blue Byte,E,4.869230769,109000
Ridge Racer Unbounded,X360,2012,Racing,Namco Bandai Games,51000,51000,0,10000,7.1,59,7.6,56,Bugbear,T,7.343478261,112000
Mortal Kombat: Deception,GC,2005,Fighting,Midway Games,91000,20000,0,0,7.8,14,8.7,15,Midway,M,8.265517241,111000
ESPN NHL Hockey,XB,2003,Sports,Sega,80000,20000,0,0,8.9,25,8.3,24,Kush Games,E,8.606122449,100000
XXX,GBA,2002,Action,Activision,81000,30000,0,0,5.0,13,4.9,4,Digital Eclipse,E,4.976470588,111000
Truth or Lies,X360,2010,Misc,THQ,69000,30000,0,10000,2.8,6,5.2,6,THQ,T,4.0,109000
Worms Forts: Under Siege,PS2,2004,Strategy,Acclaim Entertainment,50000,39000,0,10000,6.2,21,7.9,15,Team 17,T,6.908333333,99000
Project: Snowblind,XB,2005,Action,Eidos Interactive,81000,20000,0,0,7.8,44,6.9,10,Crystal Dynamics,T,7.633333333,101000
Astro Boy: The Video Game,PS2,2009,Action,D3Publisher,50000,40000,0,10000,5.6,4,5.0,4,High Voltage Software,E10+,5.3,100000
Cake Mania,DS,2007,Puzzle,Majesco Entertainment,92000,10000,0,10000,5.6,23,6.2,7,Digital Embryo,E,5.74,112000
Disney's Extreme Skate Adventure,XB,2003,Sports,Activision,79000,20000,0,0,7.7,15,8.4,7,Toys for Bob,E,7.922727273,99000
Odama,GC,2006,Misc,Ninti,71000,20000,20000,0,6.2,42,8.2,17,Vivarium,E10+,6.776271186,111000
Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami Digital Entertainment,99000,0,0,10000,7.0,7,6.9,6,Blitz Games,E,6.953846154,109000
Naval Ops: Warship Gunner,PS2,2003,Simulation,Tecmo Koei,51000,40000,0,10000,6.8,17,8.8,23,Micro Cabin,T,7.95,101000
Bionicle Heroes,GC,2006,Shooter,Eidos Interactive,82000,20000,0,0,5.0,4,5.2,5,Traveller's Tales,E10+,5.111111111,102000
The King of Fighters 2000/2001,PS2,2003,Fighting,Ignition Entertainment,49000,39000,0,10000,7.2,31,8.6,17,SNK Playmore,T,7.695833333,98000
Bodycount,PS3,2011,Shooter,Codemasters,49000,51000,0,20000,5.1,40,3.5,28,Guildford Studio,M,4.441176471,120000
Ninja Assault,PS2,2002,Shooter,Namco Bandai Games,50000,40000,0,10000,5.9,17,5.4,4,Namco,T,5.804761905,100000
Samurai Warriors 4,PSV,2014,Action,Tecmo Koei,0,0,108000,0,7.6,5,8.6,18,Omega Force,T,8.382608696,108000
Alias,PS2,2004,Action,Acclaim Entertainment,51000,40000,0,10000,6.5,31,8.0,10,Acclaim Studios Cheltenham,T,6.865853659,101000
Calling,Weii,2009,Adventure,Konami Digital Entertainment,60000,39000,0,10000,5.0,28,6.7,16,Hudson Entertainment,T,5.618181818,109000
Night at the Museum: Battle of the Smithsonian,X360,2009,Action,Majesco Entertainment,69000,30000,0,10000,5.0,15,7.1,8,"Majesco Games, Majesco",E10+,5.730434783,109000
Spyborgs,Weii,2009,Action,Capcom,91000,10000,0,10000,6.5,30,6.3,6,Bionic Games,T,6.466666667,111000
NHL Rivals 2004,XB,2003,Sports,Microsoft Game Studios,80000,20000,0,0,6.6,39,8.9,20,Microsoft Game Studios,E,7.379661017,100000
Bodycount,X360,2011,Shooter,Codemasters,70000,30000,0,10000,5.3,61,4.7,73,Guildford Studio,M,4.973134328,110000
Avatar: The Last Airbender,PSP,2006,Adventure,THQ,99000,0,0,10000,5.8,9,6.4,10,TOSE,E10+,6.115789474,109000
Death Jr.: Root of Evil,Weii,2008,Platform,Eidos Interactive,101000,0,0,10000,7.1,14,8.0,14,Backbone Entertainment,T,7.55,111000
Michael Phelps: Push the Limit,X360,2011,Sports,505 Games,89000,10000,0,10000,4.7,10,3.5,6,Blitz Games,E,4.25,109000
Lost in Blue,DS,2005,Adventure,Konami Digital Entertainment,69000,20000,20000,10000,7.0,33,7.7,21,Konami Computer Entertainment Hawaii,E10+,7.272222222,119000
Batman: Return to Arkham,XOne,2016,Action,Warner Bros. Interactive Entertainment,51000,49000,0,10000,7.7,6,8.2,43,"Rocksteady Studios, Virtuos",T,8.13877551,110000
Dynasty Tactics 2,PS2,2003,Strategy,Tecmo Koei,50000,40000,0,10000,7.7,18,9.2,13,Koei,T,8.329032258,100000
Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004,Platform,Electronic Arts,78000,20000,0,0,6.9,29,8.8,4,Krome Studios,E,7.13030303,98000
The Polar Express,GC,2004,Adventure,THQ,80000,20000,0,0,4.0,7,4.6,9,Blue Tongue Entertainment,E,4.3375,100000
BMX XXX,XB,2002,Sports,Acclaim Entertainment,81000,20000,0,0,5.7,26,7.7,9,"Z-Axis, Ltd.",M,6.214285714,101000
Frogger: Helmet Chaos,PSP,2005,Platform,Konami Digital Entertainment,102000,0,0,10000,6.5,18,6.3,5,Konami Computer Entertainment Hawaii,E,6.456521739,112000
Pimp My Ride,X360,2006,Racing,Activision,99000,0,0,10000,3.8,14,3.8,29,Eutechnyx,T,3.8,109000
RIGS: Mechanized Combat League,PS4,2016,Action,Sony Computer Entertainment,30000,49000,10000,20000,8.0,42,7.9,76,Guerilla Cambridge,T,7.93559322,109000
Hellboy: The Science of Evil,X360,2008,Action,Konami Digital Entertainment,99000,0,0,10000,4.5,31,5.7,9,Krome Studios,T,4.77,109000
NBA Live 16,XOne,2015,Sports,Electronic Arts,89000,10000,0,10000,6.0,17,5.7,62,EA Sports,E,5.764556962,109000
Sonic Generations,PC,2011,Platform,Sega,20000,69000,0,20000,7.8,11,8.4,337,Sega,E,8.381034483,109000
Astro Boy: The Video Game,Weii,2009,Action,D3Publisher,98000,0,0,10000,4.8,17,3.6,4,High Voltage Software,E10+,4.571428571,108000
[Prototype 2],PC,2012,Action,Activision,70000,30000,0,10000,7.7,12,6.5,389,Radical Entertainment,M,6.535910224,110000
Cabela's North American Adventures,X360,2010,Sports,Activision,99000,0,0,10000,5.0,5,8.9,4,FUN Labs,T,6.733333333,109000
Rengoku: The Tower of Purgatory,PSP,2005,Action,Konami Digital Entertainment,99000,0,0,10000,4.3,30,5.7,22,Neverland,M,4.892307692,109000
Bust-A-Move DS,DS,2005,Puzzle,505 Games,80000,20000,0,10000,7.5,14,7.0,6,Happy Happening,E,7.35,110000
God Eater 2: Rage Burst,PS4,2015,Role-Playing,Namco Bandai Games,0,10000,91000,0,7.0,35,8.0,79,Shift,T,7.692982456,101000
Mega Man Zero 4,GBA,2005,Platform,Capcom,79000,30000,0,0,7.7,17,9.2,21,Inti,E,8.528947368,109000
