name	platform	year_of_release	genre	publisher	na_sales	eu_sales	jp_sales	other_sales	critic_score	critic_count	user_score	user_count	developer	rating	popularity score							
Last Rebellion	PS3	2010	Role-Playing	Nippon Ichi Software	59000	10000	10000	10000	4.5	30	4.5	34	Hit Maker	T	4.5							
DriveClub VR	PS4	2016	Racing	Sony Computer Entertainment	30000	51000	0	10000	6.7	34	7.4	110	Evolution Studios	E	7.234722222							
Quantum Theory	X360	2010	Shooter	Tecmo Koei	61000	20000	0	10000	3.7	39	3.5	31	Tecmo	M	3.611428571							
Tornado Outbreak	PS3	2009	Action	Konami Digital Entertainment	79000	0	0	10000	7	15	7.5	8	Loose Cannon Studios	E10+	7.173913043							
Justice League Heroes	DS	2006	Role-Playing	Eidos Interactive	78000	0	0	10000	4.3	9	5.6	7	Sensory Sweep	E10+	4.86875							
Space Invaders Extreme	PSP	2008	Shooter	Square Enix	60000	10000	10000	10000	8.4	29	6.9	13	Taito Corporation	E	7.935714286							
Mystic Heroes	GC	2002	Action	Tecmo Koei	30000	10000	41000	0	6.7	13	8.6	26	Koei	T	7.966666667							
Arslan: The Warriors of Legend	PS4	2015	Action	Tecmo Koei	30000	10000	40000	10000	6.8	43	6.6	23	Omega Force	T	6.73030303							
Freestyle Metal X	PS2	2003	Racing	Midway Games	41000	30000	0	10000	6.7	25	8.1	17	Deibus Studios	T	7.266666667							
Damnation	PS3	2009	Shooter	Codemasters	69000	10000	0	10000	3.6	36	2.8	40	Blue Omega	M	3.178947368							
Supreme Commander	X360	2008	Strategy	505 Games	69000	10000	0	10000	5.7	24	5.8	19	Hellbent Games	E10+	5.744186047							
Transworld Snowboarding	XB	2002	Sports	Atari	70000	20000	0	0	7.3	14	9.1	14	Housemarque	T	8.2							
World Soccer Winning Eleven 8 International	XB	2004	Sports	Konami Digital Entertainment	71000	20000	0	0	8.9	25	8.5	11	KCET	E	8.777777778							
Sniper Elite	XB	2005	Shooter	Ubisoft	70000	20000	0	0	7.8	25	8.4	11	Rebellion	M	7.983333333							
Test Drive: Eve of Destruction	XB	2004	Racing	Atari	70000	20000	0	0	7.1	28	8.6	7	Monster Games Inc.	T	7.4							
Crimson Sea	XB	2002	Action	Tecmo Koei	40000	10000	40000	0	7.7	19	8.3	10	Koei	T	7.906896552							
The Weakest Link	PS	2001	Misc	Activision	51000	30000	0	10000	6.2	7	7.1	6	Activision, Traveller's Tales	E	6.615384615							
Viewtiful Joe: Red Hot Rumble	PSP	2006	Action	Capcom	79000	0	0	10000	6.3	24	6.3	6	Clover Studio	T	6.3							
Wolfenstein: The Old Blood	PC	2015	Action	Bethesda Softworks	0	80000	0	0	7.6	30	7.5	338	MachineGames	M	7.508152174							
GRID Autosport	X360	2014	Racing	Codemasters	31000	51000	0	10000	7.5	15	5.9	56	Codemasters	E	6.238028169							
Ikaruga	GC	2003	Shooter	Atari	70000	20000	0	0	8.4	52	8.5	42	Treasure	E	8.444680851							
The Suffering: Ties That Bind	XB	2005	Action	Midway Games	71000	20000	0	0	7.6	36	9	8	Surreal Software	M	7.854545455							
Nobunaga's Ambition: Iron Triangle	PS2	2006	Strategy	Tecmo Koei	40000	30000	0	10000	7.6	8	8.1	7	Koei	E10+	7.833333333							
The Mummy: Tomb of the Dragon Emperor	Weii	2008	Action	Vivendi Games	80000	0	0	10000	3.9	7	6.4	5	Eurocom Entertainment Software	T	4.941666667							
Knights in the Nightmare	PSP	2010	Role-Playing	Atlus	60000	0	20000	10000	7.4	10	7.6	7	Sting	T	7.482352941							
Terraria	3DS	2016	Action	505 Games	0	40000	50000	0	7.2	6	7.1	21	Re-Logic	T	7.122222222							
Digimon World 4	GC	2005	Role-Playing	Namco Bandai Games	71000	20000	0	0	5.4	4	8	19	Bandai	E	7.547826087							
Spectral Force 3	X360	2006	Role-Playing	Idea Factory	78000	0	0	10000	6	16	7.4	19	Xpec	T	6.76							
Ty the Tasmanian Tiger 3: Night of the Quinkan	GC	2005	Action	Activision	71000	20000	0	0	6.9	11	8.1	9	Krome Studios	E10+	7.44							
The Ant Bully	Weii	2006	Platform	Midway Games	80000	0	0	10000	4.4	12	1.4	5	Artificial Mind and Movement	E10+	3.517647059							
Risen 3: Titan Lords	PC	2014	Role-Playing	Deep Silver	0	81000	0	0	6.4	49	5.8	822	Piranha Bytes	M	5.833754305							
Battle Fantasia	X360	2008	Fighting	505 Games	69000	0	10000	10000	7.1	22	6.6	8	Arc System Works	T	6.966666667							
Karaoke Revolution	XB	2004	Misc	Konami Digital Entertainment	61000	20000	0	0	7.9	13	8.6	4	Secret Level	E	8.064705882							
Fire Pro Wrestling Returns	PS2	2005	Sports	505 Games	39000	31000	0	10000	7.8	12	8.6	17	S-Neo	T	8.268965517							
Jimmy Neutron: Boy Genius	GC	2002	Platform	THQ	69000	20000	0	0	4.1	4	5.1	7	Big Sky Software	E	4.736363636							
Henry Hatsworth in the Puzzling Adventure	DS	2009	Puzzle	Electronic Arts	81000	0	0	10000	8.1	46	7.9	38	EA Tiburon	E	8.00952381							
Rollcage Stage II	PS	2000	Racing	Sony Computer Entertainment	50000	30000	0	10000	8.6	7	9	16	Attention To Detail	E	8.87826087							
Samurai Warriors 2: Xtreme Legends	PS2	2007	Action	Tecmo Koei	40000	30000	0	10000	5	11	7.9	9	Koei	T	6.305							
Spider-Man: Edge of Time	Weii	2011	Action	Activision	59000	20000	0	10000	6.3	9	5.1	6	Beenox	T	5.82							
Jumper: Griffin's Story	Weii	2008	Action	Eidos Interactive	80000	0	0	10000	2.8	5	2.5	11	Collision Studios	T	2.59375							
Forgotten Realms: Demon Stone	XB	2004	Action	Atari	60000	20000	0	0	7.3	17	6.6	6	Stormfront Studios	T	7.117391304							
LEGO Star Wars II: The Original Trilogy	GBA	2006	Action	LucasArts	61000	20000	0	0	5.5	5	7	6	Amaze Entertainment	E	6.318181818							
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge	XB	2005	Adventure	Disney Interactive Studios	59000	20000	0	0	6.5	19	7.3	6	Capcom	E10+	6.692							
Red Faction: Armageddon	PC	2011	Shooter	THQ	50000	20000	0	10000	7.5	29	6.6	273	Volition Inc.	M	6.686423841							
BIT.TRIP COMPLETE	Weii	2011	Misc	Rising Star Games	60000	20000	0	10000	8.3	19	8.6	18	Gaijin Games	E	8.445945946							
XIII	GC	2003	Shooter	Ubisoft	71000	20000	0	0	7.3	27	7.7	20	Ubisoft Paris	M	7.470212766							
Data East Arcade Classics	Weii	2010	Misc	Majesco Entertainment	80000	0	0	10000	5.5	7	8.1	5	G1M2	T	6.583333333							
Wizardry: Tale of the Forsaken Land	PS2	2001	Role-Playing	Ubisoft	40000	30000	0	10000	7	14	7.6	6	Racjin	T	7.18							
ShellShock 2: Blood Trails	X360	2009	Shooter	Eidos Interactive	51000	30000	0	10000	3	21	6	33	Rebellion	M	4.833333333							
F.E.A.R. Files	X360	2007	Shooter	Vivendi Games	70000	10000	0	10000	6.7	43	7.2	16	TimeGate Studios, Day 1 Studios	M	6.83559322							
The Smurfs 2	WeiiU	2013	Platform	Ubisoft	40000	30000	0	10000	4.1	5	5.7	21	WayForward	E	5.392307692							
Lara Croft and the Temple of Osiris	PS4	2014	Action	Square Enix	0	69000	0	10000	7.3	40	6.6	128	Nixxes Software	T	6.766666667							
The Sims 2: Apartment Life	PC	2008	Simulation	Electronic Arts	0	71000	0	10000	7.4	10	7.8	19	Electronic Arts	T	7.662068966							
Killer7	PS2	2005	Action	Capcom	40000	30000	0	10000	7.1	39	8.2	36	Grasshopper Manufacture	M	7.628							
Age of Mythology	PC	2002	Strategy	Microsoft Game Studios	20000	61000	0	10000	9	31	9	484	Ensemble Studios	T	9							
Astro Boy	PS2	2004	Action	Sega	40000	30000	0	10000	5.4	29	6.8	7	Sonic Team	E	5.672222222							
Puss in Boots	PS3	2011	Action	THQ	69000	10000	0	10000	6.9	4	6.9	4	THQ	E10+	6.9							
Monster House	GBA	2006	Adventure	THQ	60000	20000	0	0	6.8	10	8.9	4	Artificial Mind and Movement	E	7.4							
Cloudy With a Chance of Meatballs	X360	2009	Platform	Ubisoft	69000	0	0	10000	6.2	12	6.5	11	Ubisoft Shanghai	E	6.343478261							
NCAA Football 08	XB	2007	Sports	Electronic Arts	59000	20000	0	0	8.2	4	8.2	8	EA Sports	E	8.2							
Ephemeral Fantasia	PS2	2000	Role-Playing	Konami Digital Entertainment	40000	30000	0	10000	4.9	16	6.3	39	KCEJ	T	5.892727273							
Counter-Strike: Source	PC	2004	Shooter	Vivendi Games	0	71000	0	20000	8.9	9	8.8	9851	Valve Software	M	8.800091278							
America's Army: True Soldiers	X360	2007	Shooter	Ubisoft	79000	0	0	10000	4.3	11	6.7	55	Red Storm Entertainment	T	6.3							
NASCAR The Game: Inside Line	PS3	2012	Racing	Activision	71000	0	0	10000	7.7	4	4.5	15	Eutechnyx	E	5.173684211							
Star Wars: Empire at War	PC	2006	Strategy	LucasArts	10000	59000	0	10000	7.8	45	8.3	240	Petroglyph	T	8.221052632							
Sega GT Online	XB	2003	Racing	Sega	61000	20000	0	0	7.1	32	9.4	5	Wow Entertainment	T	7.410810811							
Marvel Nemesis: Rise of the Imperfects	DS	2005	Fighting	Electronic Arts	81000	0	0	10000	3.4	6	6.5	16	EA Canada, Sensory Sweep	E10+	5.654545455							
Nano Assault	3DS	2011	Shooter	Majesco Entertainment	80000	0	0	10000	7.5	8	7.7	18	Shin'en	E10+	7.638461538							
Captain America: Super Soldier	3DS	2011	Action	Sega	50000	20000	0	10000	5.1	9	4.9	6	High Voltage Software	T	5.02							
Onimusha Tactics	GBA	2003	Strategy	Capcom	60000	20000	0	0	6.5	21	8.8	7	Capcom	T	7.075							
TOCA Race Driver 3	PS2	2006	Racing	Codemasters	41000	30000	0	10000	8.2	26	7.1	15	Codemasters	E10+	7.797560976							
Mad Dog McCree: Gunslinger Pack	Weii	2009	Shooter	Majesco Entertainment	70000	0	0	10000	3.1	6	5.1	11	Digital Leisure Inc.	T	4.394117647							
Blacksite: Area 51	PS3	2007	Shooter	Midway Games	71000	10000	0	10000	5.5	23	6.4	18	Midway Studios - Austin	T	5.895121951							
Disney's Donald Duck: Goin' Quackers	PS2	2000	Platform	Ubisoft	40000	30000	0	10000	7.2	10	7.3	7	Disney Interactive	E	7.241176471							
Exit	PSP	2005	Puzzle	Ubisoft	69000	0	0	10000	7.8	36	7.7	13	Taito Corporation	E	7.773469388							
Harvey Birdman: Attorney at Law	Weii	2008	Adventure	Capcom	80000	0	0	10000	6.1	28	7.7	5	High Voltage Software	T	6.342424242							
Aliens versus Predator: Extinction	XB	2003	Strategy	Electronic Arts	61000	20000	0	0	6.4	19	7.8	21	Zono Inc.	T	7.135							
RTX Red Rock	PS2	2003	Shooter	LucasArts	41000	30000	0	10000	4.9	23	4.9	4	LucasArts	T	4.9							
FIFA Street 2	XB	2006	Sports	Electronic Arts	59000	20000	0	0	6.3	30	7.1	9	EA Canada	E	6.484615385							
Smart Bomb	PSP	2005	Puzzle	Eidos Interactive	70000	0	0	10000	4.5	19	5.5	5	Core Design Ltd.	E10+	4.708333333							
Shining Force: Resurrection of the Dark Dragon	GBA	2004	Role-Playing	THQ	60000	20000	0	0	7.8	20	8.8	15	Amusement Vision	T	8.228571429							
Shining Soul II	GBA	2003	Role-Playing	THQ	61000	20000	0	0	7.5	18	8.2	9	Grasshopper Manufacture	E	7.733333333							
The Golf Club	PS4	2014	Sports	Unknown	50000	20000	0	10000	6.6	11	6.4	67	HB Studios Multimedia	E	6.428205128							
Metal Slug Advance	GBA	2004	Shooter	Ignition Entertainment	60000	20000	0	0	7.8	32	8.3	14	Noise Factory	T	7.952173913							
Pac-Man World Rally	GC	2006	Racing	Namco Bandai Games	59000	20000	0	0	5.7	10	7.7	4	Smart Bomb Interactive	E	6.271428571							
Blazing Angels: Squadrons of WWeii	XB	2006	Simulation	Ubisoft	60000	20000	0	0	6.8	19	6.8	4	Ubisoft Romania	T	6.8							
God Eater Resurrection	PS4	2015	Action	Namco Bandai Games	0	0	80000	0	6.9	18	7.9	44	Shift, Bandai Namco Games	T	7.609677419							
NHL 2K7	X360	2006	Sports	Take-Two Interactive	69000	0	0	10000	7.6	51	7.9	166	Kush Games	E10+	7.829493088							
Miami Nights: Singles in the City	DS	2008	Simulation	Ubisoft	79000	0	0	10000	4.8	6	7	7	Gameloft	T	5.984615385							
Invizimals: The Alliance	PSV	2013	Action	Sony Computer Entertainment	0	59000	0	20000	6.9	16	6.9	10	Novarama	E10+	6.9							
Death Jr. and the Science Fair of Doom	DS	2007	Platform	Konami Digital Entertainment	79000	0	0	10000	4.7	23	7.5	6	Foundation 9 Entertainment	E10+	5.279310345							
Pro Evolution Soccer 2013	PC	2012	Sports	Konami Digital Entertainment	0	69000	0	10000	8.1	8	7	182	Konami	E	7.046315789							
Battleborn	PC	2016	Shooter	Take-Two Interactive	40000	41000	0	10000	7	34	7	400	Gearbox Software	T	7							
Don King Boxing	DS	2009	Sports	Take-Two Interactive	60000	10000	0	10000	7.1	4	7.7	5	Venom Games	T	7.433333333							
Grand Prix Challenge	PS2	2002	Racing	Atari	39000	31000	0	10000	7.6	9	9.2	9	Atari	E	8.4							
FIFA Soccer 2005	GBA	2004	Sports	Electronic Arts	59000	20000	0	0	7.6	4	7.7	5	EA Canada	E	7.655555556							
ShellShock 2: Blood Trails	PS3	2009	Shooter	Eidos Interactive	40000	30000	0	10000	3.5	18	4.9	27	Rebellion	M	4.34							
Mega Man Legacy Collection	PS4	2016	Platform	Capcom	70000	0	0	20000	7.7	22	6.2	55	Digital Eclipse	E	6.628571429							
Knights Contract	PS3	2011	Action	Namco Bandai Games	41000	30000	0	10000	5.1	37	6	8	Game Republic	M	5.26							
NHL 06	GC	2005	Sports	Electronic Arts	60000	20000	0	0	7.9	18	9.2	7	EA Canada	E10+	8.264							
Fatal Frame III: The Tormented	PS2	2005	Action	Take-Two Interactive	39000	30000	0	10000	7.7	46	8.9	58	Tecmo	M	8.369230769							
Seven Samurai 20XX	PS2	2004	Action	Sega	41000	30000	0	10000	5.2	31	7.1	6	Dimps Corporation	T	5.508108108							
Risen 3: Titan Lords	PS3	2014	Role-Playing	Deep Silver	20000	50000	0	10000	3.5	8	3.7	77	Piranha Bytes	M	3.681176471							
Tornado Outbreak	X360	2009	Action	Konami Digital Entertainment	71000	0	0	10000	6.2	12	7.9	6	Loose Cannon Studios	E10+	6.766666667							
Tom Clancy's Splinter Cell: Pandora Tomorrow	GC	2004	Action	Ubisoft	60000	20000	0	0	7.8	25	7.9	11	Ubisoft	T	7.830555556							
Battlefield 2	PC	2005	Shooter	Electronic Arts	0	69000	0	10000	8.9	55	8.5	837	Digital Illusions	T	8.524663677							
Swingerz Golf	GC	2002	Sports	Eidos Interactive	59000	20000	0	0	7.1	11	9.3	4	Telenet	E	7.686666667							
Titanfall 2	PC	2016	Shooter	Electronic Arts	30000	39000	0	10000	8.6	27	8	488	Respawn Entertainment	M	8.031456311							
Persona 4: Arena Ultimax	X360	2014	Fighting	Atlus	59000	10000	0	10000	8.6	15	7.5	35	Arc System Works	T	7.83							
Supremacy MMA	X360	2011	Fighting	505 Games	49000	20000	0	10000	4.8	17	6.3	11	Kung Fu Factory	M	5.389285714							
The King of Fighters 2006	PS2	2006	Fighting	Ignition Entertainment	10000	10000	50000	0	6.5	23	8.6	17	SNK Playmore	T	7.3925							
Nobunaga's Ambition: Rise to Power	PS2	2004	Strategy	Tecmo Koei	0	0	81000	0	7.1	7	8.8	6	Koei	T	7.884615385							
FIFA Soccer 2003	GC	2002	Sports	Electronic Arts	60000	20000	0	0	8.8	12	7.7	10	EA Canada	E	8.3							
Major League Baseball 2K11	PC	2011	Sports	Take-Two Interactive	60000	10000	0	10000	7.4	5	6	16	Visual Concepts	E	6.333333333							
The Italian Job	XB	2003	Racing	Eidos Interactive	61000	20000	0	0	5.4	22	5.7	5	Climax Group	T	5.455555556							
Smuggler's Run: Warzones	GC	2002	Misc	Take-Two Interactive	61000	20000	0	0	7.9	23	6.8	11	Rockstar San Diego	T	7.544117647							
Warriors Orochi 3 Hyper	WeiiU	2012	Action	Tecmo Koei	40000	20000	20000	10000	6.3	18	7.5	31	Omega Force	T	7.059183673							
NBA 10: The Inside	PSP	2009	Sports	Sony Computer Entertainment	71000	0	0	10000	6.8	13	3	13	SCEA San Diego Studios	E	4.9							
PAC-MAN and the Ghostly Adventures	PS3	2013	Platform	Namco Bandai Games	31000	31000	0	10000	5.1	6	3.1	7	Namco Bandai Games, Monkey Bar Games	E10+	4.023076923							
The Legend of Alon D'ar	PS2	2001	Role-Playing	Ubisoft	40000	31000	0	10000	4.3	14	6.7	10	Stormfront Studios	T	5.3							
Super Robot Taisen OG Saga: Endless Frontier	DS	2008	Role-Playing	Namco Bandai Games	70000	0	0	10000	7.2	22	9.2	22	Monolith Soft	T	8.2							
Samurai Shodown Sen	X360	2009	Fighting	Rising Star Games	69000	10000	0	10000	4.6	33	5.1	12	K2 LLC	M	4.733333333							
Samurai Western	PS2	2004	Action	505 Games	40000	30000	0	10000	5.7	34	7.5	5	Acquire	M	5.930769231							
Looney Tunes: Acme Arsenal	X360	2007	Action	Warner Bros. Interactive Entertainment	59000	10000	0	10000	4.1	15	6.7	13	Red Tribe	E10+	5.307142857							
Line Rider 2: Unbound	DS	2008	Puzzle	Deep Silver	71000	0	0	10000	6	23	5.7	5	InXile Entertainment	E	5.946428571							
Harry Potter and the Sorcerer's Stone	GC	2003	Action	Electronic Arts	59000	20000	0	0	6.3	11	8.2	6	Warthog	E	6.970588235							
TimeSplitters: Future Perfect	GC	2005	Shooter	Electronic Arts	59000	20000	0	0	8.3	32	8.9	41	Free Radical Design	M	8.636986301							
Warhammer 40,000: Dawn of War II - Retribution	PC	2011	Strategy	THQ	0	60000	0	20000	7.9	52	7.8	235	Relic	M	7.818118467							
The King of Fighters EX2: Howling Blood	GBA	2002	Fighting	Marvelous Interactive	59000	20000	0	0	8.1	10	9	10	Marvelous	T	8.55							
Ice Age 2: The Meltdown	Weii	2006	Platform	Vivendi Games	59000	10000	0	10000	6.7	9	7.7	5	Vivendi Games	E10+	7.057142857							
Knights Contract	X360	2011	Action	Namco Bandai Games	51000	30000	0	10000	5	41	5.7	16	Game Republic	M	5.196491228							
Superman: Shadow of Apokolips	GC	2003	Action	Atari	60000	20000	0	0	6.7	7	7.3	8	Atari	E	7.02							
PAC-MAN and the Ghostly Adventures	X360	2013	Platform	Namco Bandai Games	39000	29000	0	10000	4.9	7	5	13	Namco Bandai Games, Monkey Bar Games	E10+	4.965							
Crush	PSP	2007	Puzzle	Sega	71000	0	0	10000	8.2	41	9.1	21	Zoe Mode	E10+	8.50483871							
Earth Defense Force 2017	X360	2006	Action	D3Publisher	41000	0	29000	0	6.9	55	7.6	60	Sandlot	T	7.265217391							
Tomb Raider: Legend	GC	2006	Action	Eidos Interactive	59000	20000	0	0	7.8	6	7.9	8	Crystal Dynamics	T	7.857142857							
RoadKill	XB	2003	Action	Midway Games	61000	20000	0	0	6.7	23	7.3	5	Terminal Reality	M	6.807142857							
Game of Thrones	PC	2012	Role-Playing	Focus Home Interactive	0	70000	0	10000	5.7	23	6.6	345	Cyanide, Cyanide Studios	M	6.54375							
From Russia With Love	PSP	2006	Action	Electronic Arts	71000	0	0	10000	6.1	33	7	12	Rebellion	T	6.34							
Lost Dimension	PSV	2014	Role-Playing	Nippon Ichi Software	30000	10000	20000	20000	7.3	28	8.3	35	FuRyu	T	7.855555556							
Resident Evil 6	PS4	2016	Shooter	Capcom	61000	0	0	10000	5.9	19	6.8	94	Capcom	M	6.648672566							
Assassin's Creed: Rogue	PC	2015	Action	Ubisoft	49000	20000	0	10000	7.3	25	7.4	362	Ubisoft	M	7.393540052							
Taz Wanted	GC	2002	Platform	Atari	61000	20000	0	0	6.2	5	6.9	5	Blitz Games	E	6.55							
Tomb Raider: Underworld	PC	2008	Action	Eidos Interactive	0	59000	0	10000	8	20	7.7	272	Nixxes Software	T	7.720547945							
Evolution Worlds	GC	2002	Role-Playing	Ubisoft	61000	20000	0	0	6.2	20	7.9	10	Sting	E	6.766666667							
Far Cry Vengeance	Weii	2006	Shooter	Ubisoft	59000	10000	0	10000	3.8	23	5.2	53	Ubisoft Montreal	M	4.776315789							
Worms: A Space Oddity	Weii	2008	Strategy	THQ	60000	20000	0	10000	6.4	26	4.2	13	Team 17	E10+	5.666666667							
MLB Front Office Manager	PS3	2009	Sports	Take-Two Interactive	70000	0	0	10000	4.9	8	6.5	8	Blue Castle Games	E	5.7							
World Series of Poker 2008: Battle for the Bracelets	X360	2007	Misc	Activision	60000	10000	0	10000	7.5	10	6.6	6	Left Field Productions	T	7.1625							
Super Monkey Ball Adventure	PSP	2006	Platform	Sega	50000	20000	0	10000	5.6	23	5.9	7	TT Games	E	5.67							
Worms: Open Warfare	DS	2006	Strategy	THQ	51000	20000	0	10000	6.4	24	7	16	Team 17	E10+	6.64							
Phantasy Star Online Episode III: C.A.R.D. Revolution	GC	2003	Role-Playing	Sega	59000	20000	0	0	7	24	8.3	13	Sonic Team	T	7.456756757							
Assassin's Creed The Ezio Collection	XOne	2016	Action	Ubisoft	30000	40000	0	10000	7.5	13	7.6	24	Ubisoft Montreal	M	7.564864865							
Ultimate Ghosts 'n Goblins	PSP	2006	Platform	Capcom	71000	0	0	10000	7.3	49	7.7	18	TOSE	E10+	7.407462687							
Samurai Warriors 2	X360	2006	Action	Tecmo Koei	71000	10000	0	10000	5.2	30	8.7	18	Omega Force	T	6.5125							
TrackMania DS	DS	2008	Racing	Focus Home Interactive	59000	10000	0	10000	7.5	38	6.9	12	Firebrand Games	E	7.356							
Silent Hunter III	PC	2005	Simulation	Ubisoft	0	70000	0	10000	8.9	23	8	95	Ubisoft	T	8.175423729							
Alien Syndrome	PSP	2007	Role-Playing	Sega	71000	0	0	10000	5.1	20	6	9	Totally Games	T	5.379310345							
The Dukes of Hazzard: Return of the General Lee	XB	2004	Racing	Ubisoft	61000	20000	0	0	5	18	6.9	4	Ratbag	E	5.345454545							
WWE Crush Hour	GC	2003	Racing	THQ	61000	20000	0	0	5.5	14	6.9	5	Pacific Coast Power & Light	T	5.868421053							
Metal Gear Solid V: The Phantom Pain	PC	2015	Action	Konami Digital Entertainment	0	71000	0	0	9	13	7.6	1963	Kojima Productions	M	7.609210526							
NHL Hitz 20-03	GC	2002	Sports	Midway Games	61000	20000	0	0	8.3	12	8.5	5	Midway	E	8.358823529							
C.O.P.: The Recruit	DS	2009	Action	Ubisoft	50000	20000	0	10000	5.5	38	7.4	13	Velez & Dubail	T	5.984313725							
Urban Reign	PS2	2005	Action	Namco Bandai Games	40000	30000	0	10000	5.9	44	8.2	26	Namco	T	6.754285714							
Soul Bubbles	DS	2008	Puzzle	Eidos Interactive	50000	20000	0	10000	7.7	33	8.1	22	Mekensleep	E	7.86							
Resident Evil 3: Nemesis	GC	2003	Action	Capcom	60000	20000	0	0	6.2	14	8.4	44	Capcom	M	7.868965517							
All-Star Baseball 2004	GC	2003	Sports	Acclaim Entertainment	60000	20000	0	0	7.9	14	9.1	5	Acclaim	E	8.215789474							
Bangai-O Spirits	DS	2008	Shooter	D3Publisher	71000	0	0	10000	8.2	38	8.1	27	Treasure	E10+	8.158461538							
Valentino Rossi: The Game	PS4	2016	Racing	Namco Bandai Games	10000	50000	0	10000	7.4	19	8	50	Milestone, Milestone S.r.l	E	7.834782609							
Samurai Warriors Chronicles 3	3DS	2014	Action	Tecmo Koei	0	0	81000	0	6.4	13	6.2	10	Omega Force	T	6.313043478							
Lost in Blue: Shipwrecked	Weii	2008	Adventure	Konami Digital Entertainment	71000	0	0	10000	5.5	11	5.9	6	Hudson Soft	E10+	5.641176471							
Madden NFL 08	GC	2007	Sports	Electronic Arts	59000	20000	0	0	7.4	4	7.1	7	EA Tiburon	E	7.209090909							
Stuart Little 3: Big Photo Adventure	PS2	2005	Platform	Sony Computer Entertainment	40000	30000	0	10000	7.2	5	7.7	7	Magenta Software	E	7.491666667							
Pitfall: The Lost Expedition	GC	2004	Platform	Activision	61000	20000	0	0	7.4	25	8.7	8	Edge of Reality	E	7.715151515							
Duke Nukem: Land of the Babes	PS	2000	Shooter	Atari	40000	30000	0	0	3.7	7	6.8	20	n-Space	M	5.996296296							
Need For Speed: Undercover	PC	2008	Racing	Electronic Arts	0	69000	0	10000	6.5	18	4.8	231	EA Black Box	T	4.922891566							
Need for Speed: Most Wanted	PC	2012	Racing	Electronic Arts	0	61000	0	20000	8.1	19	8.4	525	Black Box	T	8.389522059							
Stella Deus: The Gate of Eternity	PS2	2004	Strategy	505 Games	40000	30000	0	10000	7.5	31	7.9	9	Pinegrow	T	7.59							
P.T.O. IV: Pacific Theater of Operations	PS2	2002	Strategy	Tecmo Koei	40000	30000	0	10000	7	12	6.6	5	Koei	E	6.882352941							
Elebits: The Adventures of Kai and Zero	DS	2008	Adventure	Konami Digital Entertainment	71000	0	0	10000	7.6	15	8.2	4	Konami	E	7.726315789							
Far Cry Instincts Evolution	XB	2006	Shooter	Ubisoft	61000	20000	0	0	7.9	15	6.3	32	Ubisoft Montreal	M	6.810638298							
Rayman Origins	PC	2012	Platform	Ubisoft	0	61000	0	10000	8.7	11	8.4	337	UBlart Montpellier	E10+	8.409482759							
Medal of Honor: Underground	GBA	2002	Shooter	Zoo Digital Publishing	50000	20000	0	0	4.6	5	1.7	11	Rebellion	T	2.60625							
Cosmic Family	Weii	2007	Misc	Ubisoft	69000	0	0	10000	5.5	6	5.7	6	Ubisoft Barcelona	E	5.6							
Dynasty Warriors 3	XB	2002	Action	THQ	60000	20000	0	0	6.9	11	8.9	20	Omega Force	T	8.190322581							
Jimmie Johnson's Anything With an Engine	PS3	2011	Racing	Konami Digital Entertainment	71000	0	0	10000	6.7	5	6.8	4	Isopod Labs	E10+	6.744444444							
MTV Music Generator 3: This Is the Remix	XB	2004	Misc	Codemasters	61000	20000	0	0	7.8	26	5.4	10	Mix Max	T	7.133333333							
The Legend of Kage 2	DS	2008	Action	Square Enix	69000	0	0	0	7	21	6.2	4	Taito Corporation	E10+	6.872							
Baroque	Weii	2008	Role-Playing	Rising Star Games	70000	0	0	10000	5	22	8	24	Sting	T	6.565217391							
Lost Dimension	PS3	2014	Role-Playing	Nippon Ichi Software	49000	10000	0	10000	7.2	18	7.3	27	FuRyu	T	7.26							
The History Channel: Battle for the Pacific	PS3	2008	Shooter	Activision	71000	0	0	10000	3.7	7	2.4	15	Activision	T	2.813636364							
Rayman 3: Hoodlum Havoc	XB	2003	Platform	Ubisoft	60000	20000	0	0	7.5	13	8	8	Ubisoft	E	7.69047619							
Superman Returns	DS	2006	Action	Electronic Arts	69000	0	0	10000	3.3	8	4.8	13	EA Tiburon	E	4.228571429							
Super Ghouls 'n Ghosts	GBA	2002	Platform	Capcom	51000	20000	0	0	7.8	19	8.8	4	Capcom	E	7.973913043							
Legend of the Guardians: The Owls of Ga'Hoole	X360	2010	Action	Warner Bros. Interactive Entertainment	61000	10000	0	10000	6.1	13	7.9	5	Krome Studios	E10+	6.6							
Need for Speed Underground 2	PC	2004	Racing	Electronic Arts	0	59000	0	10000	8.2	31	8.5	407	EA Canada	T	8.478767123							
Gladius	GC	2003	Strategy	Activision	59000	10000	0	0	8.3	19	8.9	12	LucasArts	T	8.532258065							
The Hustle: Detroit Streets	PSP	2005	Sports	Deep Silver	69000	0	0	10000	5.2	11	5.2	4	Blade Interactive	T	5.2							
Blood Drive	PS3	2010	Racing	Activision	70000	0	0	10000	4.7	11	7	5	Sidhe Interactive	M	5.41875							
Escape Dead Island	PS3	2014	Action	Deep Silver	39000	30000	0	10000	4	25	3.4	51	Fatshark AB	M	3.597368421							
